Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
04-01-2017 19:00,-11.4,77,-16.6,6.85,10.88,293,299,9.9,0.3958
04-01-2017 20:00,-11.8,77,-17,6.84,10.86,295,301,9.8,0.3997
04-01-2017 21:00,-12.4,77,-17.6,7.04,11.19,293,299,10,0.4035
04-01-2017 22:00,-12.6,77,-17.9,6.99,11.2,294,300,10,0.4074
04-01-2017 23:00,-13.1,77,-18.3,7.02,11.32,296,302,10,0.4112
05-01-2017 00:00,-13.2,77,-18.3,6.75,10.87,297,304,10,0.4151
05-01-2017 01:00,-14,77,-19.1,6.58,10.63,298,305,9.7,0.419
05-01-2017 02:00,-14.5,77,-19.7,6.66,10.76,298,305,9.4,0.4228
05-01-2017 03:00,-14.5,77,-19.7,6.9,11.3,300,306,9.9,0.4267
05-01-2017 04:00,-14.3,77,-19.5,7,11.4,301,308,10.1,0.4306
05-01-2017 05:00,-14.3,77,-19.4,7.28,11.82,307,313,10.4,0.422
05-01-2017 06:00,-12,77,-17.2,7.35,11.69,315,319,10.6,0.4009
05-01-2017 07:00,-12.7,77,-17.8,7.22,11.53,317,321,10.6,0.3798
05-01-2017 08:00,-13.7,77,-18.8,6.65,10.82,316,322,10.4,0.3588
05-01-2017 09:00,-14.3,77,-19.3,6.45,10.61,311,317,9.5,0.3377
05-01-2017 10:00,-13.7,76,-19,6.6,10.56,305,312,9.5,0.3166
05-01-2017 11:00,-12.8,76,-18.3,6.66,10.39,303,309,9.6,0.2955
05-01-2017 12:00,-11.9,75,-17.5,6.81,10.21,300,305,9.8,0.2925
05-01-2017 13:00,-11.6,75,-17.4,6.8,9.98,294,298,10,0.3075
05-01-2017 14:00,-11.7,74,-17.6,7.02,10.16,290,294,10.2,0.3225
05-01-2017 15:00,-11.7,74,-17.6,6.86,10.44,289,293,10.4,0.3375
05-01-2017 16:00,-12.3,75,-18,6.8,10.64,287,292,10,0.3525
05-01-2017 17:00,-13.4,75,-19.2,6.94,11.01,282,287,9.9,0.3675
05-01-2017 18:00,-13.4,75,-19,6.63,10.72,281,288,10.2,0.3673
05-01-2017 19:00,-13.2,75,-18.9,6.71,10.85,280,287,9.6,0.3518
05-01-2017 20:00,-13.2,74,-19,6.85,11.09,277,283,9.7,0.3364
05-01-2017 21:00,-12.7,74,-18.7,7.23,11.87,276,282,10.3,0.3209
05-01-2017 22:00,-12.1,74,-18,7.34,12.01,276,283,10.5,0.3055
05-01-2017 23:00,-11.6,74,-17.5,7.36,11.98,277,285,10.5,0.29
06-01-2017 00:00,-11.3,75,-17,7.38,12.09,279,286,10.6,0.2745
06-01-2017 01:00,-10.8,75,-16.5,7.24,11.77,281,289,10.6,0.2591
06-01-2017 02:00,-10.7,76,-16.3,7.03,11.5,285,294,10.3,0.2436
06-01-2017 03:00,-10.9,76,-16.4,6.61,10.91,288,297,10,0.2282
06-01-2017 04:00,-11,77,-16.3,6.3,10.41,290,301,9.5,0.2127
06-01-2017 05:00,-11.2,77,-16.3,6.05,9.93,292,304,9,0.1979
06-01-2017 06:00,-10.1,78,-15,5.33,8.91,300,315,8.5,0.1837
06-01-2017 07:00,-9.7,78,-14.5,5.06,8.28,300,316,7.5,0.1694
06-01-2017 08:00,-10.2,79,-15,4.74,7.21,295,316,7.1,0.1552
06-01-2017 09:00,-10.1,79,-14.8,4.84,7.12,288,308,6.7,0.141
06-01-2017 10:00,-8.8,78,-13.7,4.34,6.49,285,304,6.7,0.1267
06-01-2017 11:00,-6,77,-11.2,3.88,5.88,282,302,6.2,0.1125
06-01-2017 12:00,-3.7,77,-9.1,3.82,5.55,276,293,5.7,0.0983
06-01-2017 13:00,-1.8,78,-7.1,3.92,5.73,276,286,6,0.084
06-01-2017 14:00,-0.8,78,-6,3.91,5.85,283,290,6,0.0698
06-01-2017 15:00,-0.3,78,-5.5,3.55,5.77,292,298,5.8,0.0556
06-01-2017 16:00,-0.8,79,-5.8,3.69,6.17,303,310,5.3,0.0413
06-01-2017 17:00,-4.3,80,-8.9,4.24,6.86,304,317,5.8,0.0271
06-01-2017 18:00,-5.3,82,-9.5,4.24,6.95,317,330,6.3,0.0418
06-01-2017 19:00,-6.6,82,-10.6,4.52,7.16,305,319,6.1,0.0855
06-01-2017 20:00,-7,82,-11,5.11,8.21,301,313,7.1,0.1291
06-01-2017 21:00,-7.3,82,-11.4,5.64,9,295,307,7.9,0.1727
06-01-2017 22:00,-7.3,80,-11.8,6.51,10.69,288,298,9.1,0.2164
06-01-2017 23:00,-6.7,77,-11.9,7.47,12.27,290,299,10.6,0.26
07-01-2017 00:00,-6.4,76,-12,7.78,12.71,296,305,11.1,0.3036
07-01-2017 01:00,-6.8,73,-13.1,8.11,13.18,300,308,11.6,0.3473
07-01-2017 02:00,-7.4,72,-14,7.85,12.68,304,311,11.7,0.3909
07-01-2017 03:00,-7.9,71,-14.8,7.36,12.02,307,314,11.2,0.4345
07-01-2017 04:00,-8.3,71,-15.3,7.14,11.67,307,315,10.5,0.4782
07-01-2017 05:00,-8.9,71,-15.8,7.03,11.54,310,318,10.2,0.4807
07-01-2017 06:00,-9.7,74,-15.8,6.72,11.2,314,323,10,0.4421
07-01-2017 07:00,-10.6,74,-16.5,6.37,10.57,318,327,9.6,0.4036
07-01-2017 08:00,-11.2,75,-16.9,5.8,9.64,316,329,8.9,0.365
07-01-2017 09:00,-11.3,76,-16.9,5.45,8.82,314,331,8.2,0.3264
07-01-2017 10:00,-9.9,75,-15.8,4.95,7.87,313,333,7.7,0.2879
07-01-2017 11:00,-8.5,74,-14.5,4.38,6.71,305,327,7,0.2493
07-01-2017 12:00,-7,73,-13.3,3.94,5.82,300,325,6.4,0.238
07-01-2017 13:00,-5.9,72,-12.5,3.38,4.55,289,320,5.6,0.254
07-01-2017 14:00,-6,73,-12.4,3.21,3.33,275,303,4.9,0.2701
07-01-2017 15:00,-7,74,-13,3.13,2.62,263,288,4.6,0.2861
07-01-2017 16:00,-8.9,76,-14.5,3.68,2.97,248,250,5,0.3021
07-01-2017 17:00,-11.2,76,-16.6,3.72,2.7,246,231,5.2,0.3182
07-01-2017 18:00,-11.5,78,-16.5,3.89,4.73,226,193,5.1,0.3342
07-01-2017 19:00,-11.1,76,-16.7,4.36,6.12,217,191,5.7,0.3502
07-01-2017 20:00,-9.8,73,-16.1,4.74,7.71,205,190,6.4,0.3662
07-01-2017 21:00,-8.9,71,-15.6,5.57,9.5,198,188,7.5,0.3823
07-01-2017 22:00,-8,70,-15.2,6.61,11.39,200,197,9.2,0.3983
07-01-2017 23:00,-7.9,69,-15.4,6.74,11.79,195,193,9.4,0.4143
08-01-2017 00:00,-7.4,75,-13.4,6.95,12.26,187,186,9.8,0.4304
08-01-2017 01:00,-6.7,74,-12.8,7.6,13.21,182,182,10.8,0.4464
08-01-2017 02:00,-6.2,71,-13,7.83,13.61,175,178,11.2,0.4624
08-01-2017 03:00,-5.6,69,-13.2,8.12,14,170,173,11.6,0.4785
08-01-2017 04:00,-4.6,68,-12.5,8.47,14.48,168,171,12.2,0.4945
08-01-2017 05:00,-3,67,-11.1,8.81,14.81,168,170,12.6,0.4786
08-01-2017 06:00,-1.4,69,-9.1,9.44,15.48,165,167,13.3,0.4307
08-01-2017 07:00,0.3,70,-7.1,9.46,15.28,164,167,13.7,0.3829
08-01-2017 08:00,2.3,71,-4.9,9.28,14.68,169,171,13.7,0.335
08-01-2017 09:00,3.8,73,-2.9,8.2,13.09,171,173,13.4,0.2871
08-01-2017 10:00,5.2,75,-1,7.1,11.47,170,173,11.8,0.2393
08-01-2017 11:00,6.9,77,1.1,7,11.1,178,181,10.3,0.1914
08-01-2017 12:00,9.3,79,4.1,6.26,9.79,188,191,10.1,0.1853
08-01-2017 13:00,11.4,81,6.6,5.28,8.6,199,203,9.1,0.2209
08-01-2017 14:00,12.9,82,8.5,5.78,9.16,233,234,8.2,0.2565
08-01-2017 15:00,9.6,79,4.3,8.25,10.88,289,290,11.8,0.292
08-01-2017 16:00,4.2,79,-0.8,8.96,13.14,305,307,12.8,0.3276
08-01-2017 17:00,1,78,-4.3,9.91,14.43,313,314,14.3,0.3632
08-01-2017 18:00,-0.7,79,-5.7,9.13,13.62,325,326,14.3,0.3807
08-01-2017 19:00,-1.9,79,-6.8,8.28,12.64,317,320,13.2,0.3802
08-01-2017 20:00,-2.9,79,-7.9,8.35,12.73,318,321,12.3,0.3796
08-01-2017 21:00,-3.9,78,-9,7.82,12.12,321,325,12,0.3791
08-01-2017 22:00,-4.8,78,-9.9,7.35,11.45,315,321,11.2,0.3785
08-01-2017 23:00,-5.6,79,-10.6,7.04,11.07,321,327,10.6,0.378
09-01-2017 00:00,-5.4,78,-10.5,5.56,8.95,322,335,10,0.3775
09-01-2017 01:00,-5.1,79,-10,4.43,7.62,342,355,8,0.3769
09-01-2017 02:00,-4.5,79,-9.4,3.72,6.74,6,15,6.3,0.3764
09-01-2017 03:00,-4.9,79,-9.7,1.8,4.2,34,38,5.5,0.3758
09-01-2017 04:00,-4.4,80,-9.1,1.6,3.35,90,80,2.5,0.3753
09-01-2017 05:00,-4.4,80,-8.9,1.9,3.6,87,90,3,0.3482
09-01-2017 06:00,-3,82,-7.2,2.53,3.83,99,105,4.1,0.2946
09-01-2017 07:00,-2.9,82,-7,3.61,4.68,104,106,5.7,0.2411
09-01-2017 08:00,-2.6,83,-6.4,5.2,6.28,101,104,7.5,0.1875
09-01-2017 09:00,-2.3,83,-6.2,6.48,7.97,107,108,9.5,0.1339
09-01-2017 10:00,-1.7,84,-5.3,6.84,8.59,115,116,10.2,0.0804
09-01-2017 11:00,-0.8,84,-4.4,6.38,7.93,122,124,10.2,0.0268
09-01-2017 12:00,0.8,85,-2.6,7.39,9.21,130,131,11,0.0181
09-01-2017 13:00,2.5,86,-0.7,6.79,8.49,134,136,11,0.0543
09-01-2017 14:00,4.6,86,1.4,6.44,7.95,138,140,10.2,0.0904
09-01-2017 15:00,6.5,86,3.2,6.34,8.1,142,145,9.9,0.1266
09-01-2017 16:00,6.6,86,3.4,4.53,6.68,135,141,9.4,0.1628
09-01-2017 17:00,6.2,87,3.2,3.84,5.95,129,139,6.4,0.199
09-01-2017 18:00,5.3,88,2.4,2.4,3.67,107,116,5.4,0.2351
09-01-2017 19:00,5.2,88,2.3,2.28,3.56,119,128,3.5,0.2713
09-01-2017 20:00,4.7,88,2,2.1,2.64,90,119,3,0.3075
09-01-2017 21:00,3.4,87,0.5,1.75,2.01,77,117,3,0.3437
09-01-2017 22:00,3.5,88,0.7,2.4,1.39,343,330,3,0.3799
09-01-2017 23:00,3.1,87,0.1,1.75,2.2,283,270,3.2,0.416
10-01-2017 00:00,5.2,86,2,2.3,3.41,304,302,3,0.4522
10-01-2017 01:00,6.9,85,3.3,2.88,5.22,304,306,4,0.4884
10-01-2017 02:00,7.2,84,3.5,4.88,7.64,316,316,8.6,0.5246
10-01-2017 03:00,6.8,83,2.8,6.62,10.24,322,324,9.5,0.5607
10-01-2017 04:00,6.7,82,2.4,8.38,11.71,327,329,11.9,0.5969
10-01-2017 05:00,6.9,81,2.4,9.18,12.32,322,322,12.8,0.6141
10-01-2017 06:00,6.2,80,1.4,9.38,12.9,324,324,14.2,0.6124
10-01-2017 07:00,4.8,78,-0.7,9.91,13.82,329,329,14.5,0.6106
10-01-2017 08:00,4,77,-1.7,8.3,11.82,324,324,14.4,0.6089
10-01-2017 09:00,3.4,75,-2.6,9.54,12.96,322,322,13.8,0.6071
10-01-2017 10:00,2.3,74,-4.1,9.98,13.38,317,318,14.5,0.6054
10-01-2017 11:00,0.8,72,-6.1,9.27,12.45,314,315,14.4,0.6036
10-01-2017 12:00,0.1,72,-6.8,9.08,12.04,311,312,13.5,0.5813
10-01-2017 13:00,-0.4,72,-7.3,9.53,12.42,309,310,13.8,0.5383
10-01-2017 14:00,-0.6,72,-7.4,8.68,11.31,308,309,13.9,0.4954
10-01-2017 15:00,-1.1,74,-7.4,7.22,9.96,307,308,12.5,0.4524
10-01-2017 16:00,-2,75,-8.1,6.16,9.04,306,308,10.4,0.4094
10-01-2017 17:00,-3.5,76,-9.3,5.41,8.42,295,300,8.9,0.3665
10-01-2017 18:00,-4.1,76,-9.8,5.16,8.48,306,308,7.8,0.3491
10-01-2017 19:00,-4.7,76,-10.3,5.19,8.46,304,309,7.5,0.3573
10-01-2017 20:00,-5.6,77,-11,4.3,7.13,295,304,7.4,0.3655
10-01-2017 21:00,-4.8,77,-10.3,4.87,7.59,279,288,6.9,0.3736
10-01-2017 22:00,-3.9,77,-9.4,5.48,8.28,291,295,7.8,0.3818
10-01-2017 23:00,-2.6,72,-9.3,7.44,9.1,306,306,10.7,0.39
11-01-2017 00:00,-2.6,74,-8.9,7.13,9.21,304,304,10.8,0.3982
11-01-2017 01:00,-2.4,75,-8.4,6.02,7.72,302,301,10.4,0.4064
11-01-2017 02:00,-2.6,77,-8,6.64,8.98,307,308,9.3,0.4145
11-01-2017 03:00,-2.3,76,-8,7.36,9.83,314,315,10.7,0.4227
11-01-2017 04:00,-2.5,75,-8.4,8.07,10.62,312,312,11.7,0.4309
11-01-2017 05:00,-2.9,76,-8.6,7.21,10.54,314,315,11.7,0.4227
11-01-2017 06:00,-2.5,76,-8,6.86,10.28,323,323,11,0.398
11-01-2017 07:00,-2.7,75,-8.7,7.56,10.92,323,323,10.6,0.3734
11-01-2017 08:00,-3.5,75,-9.3,6.38,10.09,319,321,11.1,0.3488
11-01-2017 09:00,-3.5,74,-9.6,5.8,8.85,316,317,9.2,0.3241
11-01-2017 10:00,-4,75,-10,4.96,7.66,318,319,8.6,0.2995
11-01-2017 11:00,-4.5,76,-10.3,3.88,6.11,305,310,7.1,0.2748
11-01-2017 12:00,-4.4,75,-10.3,4.08,5.55,287,293,5.8,0.2556
11-01-2017 13:00,-4.4,75,-10.4,4.7,5.71,271,274,6.7,0.2419
11-01-2017 14:00,-4.6,75,-10.6,4.4,5.6,269,270,6.9,0.2281
11-01-2017 15:00,-5.3,76,-10.7,4.9,6.8,270,270,7,0.2144
11-01-2017 16:00,-5.8,77,-11.2,4.8,6.91,272,272,7,0.2006
11-01-2017 17:00,-5,75,-11,5.95,7.55,278,277,8.8,0.1869
11-01-2017 18:00,-5.9,74,-11.9,5.3,6.9,271,271,8.5,0.2067
11-01-2017 19:00,-5.9,75,-11.6,5.55,8.24,256,260,8.1,0.2601
11-01-2017 20:00,-6.2,75,-12,5.1,8.01,259,261,8,0.3135
11-01-2017 21:00,-5.5,74,-11.7,6.16,9.42,257,261,8.7,0.3669
11-01-2017 22:00,-6.7,75,-12.6,7.25,11.35,246,248,10.3,0.4203
11-01-2017 23:00,-7.6,75,-13.4,8.05,12.8,243,246,11.5,0.4737
12-01-2017 00:00,-7.1,74,-13.3,9.04,14.31,241,243,12.9,0.5272
12-01-2017 01:00,-6.2,73,-12.6,9.71,15.25,242,245,13.8,0.5806
12-01-2017 02:00,-5.3,73,-11.6,10.43,16.27,246,247,14.9,0.634
12-01-2017 03:00,-4.2,73,-10.6,11.17,17.2,250,252,16,0.6874
12-01-2017 04:00,-3.2,71,-10.1,11.8,18.07,253,256,16.9,0.7408
12-01-2017 05:00,-2.6,71,-9.8,11.74,17.88,261,265,17,0.7654
12-01-2017 06:00,-0.1,67,-8.6,12.33,18.64,274,277,16.9,0.7611
12-01-2017 07:00,0.3,67,-8,11.63,17.3,281,285,17.8,0.7568
12-01-2017 08:00,1.1,70,-6.2,11.72,17.19,296,299,16.7,0.7525
12-01-2017 09:00,-2.9,64,-12,13.58,19.02,316,316,19.1,0.7482
12-01-2017 10:00,-7.8,58,-18.8,12.23,17.4,315,316,19.9,0.7439
12-01-2017 11:00,-8.4,59,-19,10.97,16.19,313,314,17.8,0.7396
12-01-2017 12:00,-9.1,61,-19,10.12,14.43,308,309,15.9,0.6946
12-01-2017 13:00,-9.7,62,-19.2,9.35,13.4,305,306,14.7,0.6088
12-01-2017 14:00,-10.1,63,-19.3,9.15,13.35,304,305,13.6,0.5229
12-01-2017 15:00,-10.7,64,-19.5,8.31,12.2,310,310,13.2,0.4371
12-01-2017 16:00,-11.8,64,-20.5,6.51,9.9,314,315,12,0.3513
12-01-2017 17:00,-13.7,66,-21.9,5.61,8.85,310,313,9.3,0.2654
12-01-2017 18:00,-15.5,69,-22.8,4.56,7.49,296,301,8,0.2276
12-01-2017 19:00,-16.1,69,-23.3,4.68,7.63,286,292,6.5,0.2378
12-01-2017 20:00,-16.5,69,-23.6,5.24,8.63,283,288,7.4,0.2481
12-01-2017 21:00,-16.4,68,-23.7,5.79,9.68,288,290,8.2,0.2583
12-01-2017 22:00,-15.9,67,-23.6,5.24,9.1,305,306,8.2,0.2685
12-01-2017 23:00,-17.4,69,-24.6,3.33,6.01,311,316,7.3,0.2788
13-01-2017 00:00,-15.3,66,-23.3,0.72,1.92,236,321,4.3,0.289
13-01-2017 01:00,-19,70,-25.7,1.94,1.22,168,125,2.5,0.2992
13-01-2017 02:00,-18,68,-25.4,3.72,3.67,174,154,4.1,0.3094
13-01-2017 03:00,-16.9,66,-24.7,5.42,8.51,185,183,7.5,0.3197
13-01-2017 04:00,-17.1,67,-24.8,5.69,9.7,190,188,8.2,0.3299
13-01-2017 05:00,-16.5,65,-24.8,5.5,9.7,180,181,8.1,0.3564
13-01-2017 06:00,-14.3,62,-23.4,6.61,11.4,177,179,8.2,0.3993
13-01-2017 07:00,-13.9,62,-23.1,6.91,12,177,179,9.8,0.4421
13-01-2017 08:00,-8.9,64,-17.9,7.9,12.91,181,183,11.4,0.485
13-01-2017 09:00,-5.9,68,-13.7,8.21,13.42,182,183,11.8,0.5279
13-01-2017 10:00,-3.6,72,-10.5,8.96,14.21,186,187,12.9,0.5707
13-01-2017 11:00,-1.7,75,-7.7,9.14,14.65,190,191,13.4,0.6136
13-01-2017 12:00,0.2,75,-5.9,9.39,14.8,192,193,13.6,0.6435
13-01-2017 13:00,2.7,73,-3.9,9.36,14.31,194,195,13.7,0.6606
13-01-2017 14:00,4.5,74,-2.1,9.1,14.04,195,197,13.5,0.6777
13-01-2017 15:00,5.6,74,-0.8,8.92,13.99,198,201,13.1,0.6948
13-01-2017 16:00,6.2,75,-0.1,8.9,14.19,201,204,12.9,0.7119
13-01-2017 17:00,6.2,75,0.1,8.77,14.19,207,209,12.8,0.729
13-01-2017 18:00,7.5,76,1.6,9.37,15.03,220,221,12.5,0.7368
13-01-2017 19:00,7.8,77,2.1,9.27,14.95,227,229,13.4,0.7355
13-01-2017 20:00,7.9,78,2.6,9.56,15.26,233,234,13.7,0.7341
13-01-2017 21:00,7.6,80,2.8,9.39,14.85,242,244,13.7,0.7327
13-01-2017 22:00,7.1,80,2.3,8.95,14.19,252,255,13.4,0.7314
13-01-2017 23:00,6.4,78,1,8.35,13.23,259,266,12.8,0.73
14-01-2017 00:00,6.2,76,0.1,7.63,12.41,265,272,11.9,0.7286
14-01-2017 01:00,5.5,75,-0.8,6.61,10.97,273,280,10.8,0.7273
14-01-2017 02:00,5,74,-1.5,6.36,10.67,278,285,9.3,0.7259
14-01-2017 03:00,4.8,74,-1.7,6.93,11.41,288,294,9.7,0.7245
14-01-2017 04:00,4.6,74,-1.9,6.89,11.48,296,303,10,0.7232
14-01-2017 05:00,3.9,74,-2.5,6.49,10.63,295,305,9.8,0.677
14-01-2017 06:00,4.1,73,-2.6,5.99,10.04,296,308,9.1,0.5859
14-01-2017 07:00,3.1,73,-3.5,5.72,9.57,297,311,8.4,0.4948
14-01-2017 08:00,2.7,74,-3.8,5.55,9.12,296,314,8.1,0.4037
14-01-2017 09:00,2.7,74,-3.6,5.44,8.5,290,311,7.8,0.3127
14-01-2017 10:00,3.7,74,-2.6,5.1,7.3,281,306,7.6,0.2216
14-01-2017 11:00,5.4,74,-1.2,4.94,6.55,277,301,7.2,0.1305
14-01-2017 12:00,7.1,74,0.4,4.9,5.95,272,295,7.1,0.0971
14-01-2017 13:00,8.4,74,1.8,4.74,5.33,263,276,7.1,0.1212
14-01-2017 14:00,9.4,73,2.5,4.68,5.14,254,257,6.8,0.1454
14-01-2017 15:00,9.4,73,2.5,5.19,5.99,251,244,7.3,0.1696
14-01-2017 16:00,9.1,72,1.9,5.51,6.93,254,243,7.7,0.1937
14-01-2017 17:00,7.6,72,0.4,5.82,7.88,251,241,8,0.2179
14-01-2017 18:00,6.9,71,-0.4,5.6,6.8,251,242,8.5,0.2498
14-01-2017 19:00,6.5,71,-0.8,5.66,7.8,249,239,8,0.2893
14-01-2017 20:00,7.1,69,-0.8,5.9,8.6,244,234,8.1,0.3289
14-01-2017 21:00,7.4,68,-0.8,7.07,11.1,237,232,9.8,0.3684
14-01-2017 22:00,7.3,69,-0.8,8.16,13.26,239,236,11.6,0.408
14-01-2017 23:00,8.7,66,-0.3,7.96,13.1,243,239,11.6,0.4475
15-01-2017 00:00,9.3,66,0.3,8.08,13.51,239,235,11.4,0.487
15-01-2017 01:00,9.3,67,0.5,8.2,13.79,240,235,11.7,0.5266
15-01-2017 02:00,9.4,67,0.5,8.37,14.04,241,237,11.9,0.5661
15-01-2017 03:00,10.1,66,1,8.82,14.59,237,235,12.5,0.6057
15-01-2017 04:00,10.8,67,1.9,8.94,14.81,238,237,12.7,0.6452
15-01-2017 05:00,10.3,68,1.9,8.55,14.13,246,244,12.7,0.6534
15-01-2017 06:00,10.3,69,2.2,8.23,13.57,249,252,12.2,0.6302
15-01-2017 07:00,9.3,70,1.6,8.14,12.78,245,250,11.8,0.607
15-01-2017 08:00,9.1,71,1.8,7.95,12.08,249,252,11.6,0.5838
15-01-2017 09:00,9.9,73,2.8,7.75,11.7,250,252,11.3,0.5605
15-01-2017 10:00,12.3,72,5.1,7.45,11.42,248,250,11,0.5373
15-01-2017 11:00,14.1,72,6.7,7.08,10.66,247,247,10.7,0.5141
15-01-2017 12:00,15.3,72,7.9,6.8,10.14,250,248,10.2,0.4869
