Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
04-01-2017 01:00,3.8,58,-7.8,6.4,9.71,297,299,11.4,0.2954
04-01-2017 02:00,3.1,57,-8.7,6.26,9.53,297,298,11.2,0.2891
04-01-2017 03:00,2.6,57,-9.3,6.26,9.5,299,300,11,0.2828
04-01-2017 04:00,2,56,-9.9,6.31,9.47,299,301,11,0.2765
04-01-2017 05:00,1.5,56,-10.6,5.74,8.72,305,307,11,0.2702
04-01-2017 06:00,0.8,58,-10.5,5.46,8,305,307,10.1,0.2639
04-01-2017 07:00,0.4,58,-10.9,5.34,7.87,308,310,9.5,0.2576
04-01-2017 08:00,0.1,58,-11.3,5.2,7.66,300,303,9.2,0.2513
04-01-2017 09:00,1.7,52,-11.8,5.91,8.1,304,305,10.7,0.245
04-01-2017 10:00,4,44,-13,5.47,7.16,310,311,10.9,0.2386
04-01-2017 11:00,6.8,37,-14.2,5.22,6.78,306,307,10.5,0.2323
04-01-2017 12:00,9.2,31,-15.3,5.38,6.96,305,305,10.8,0.226
04-01-2017 13:00,11.1,26,-17.1,5.39,7.05,301,302,10.9,0.2197
04-01-2017 14:00,11.7,24,-18.3,5.2,6.72,300,300,10.8,0.2134
04-01-2017 15:00,11.7,23,-18.8,4.94,6.52,306,306,10.1,0.2071
04-01-2017 16:00,11.2,24,-18.4,4.96,6.66,312,311,9.5,0.2008
04-01-2017 17:00,10.3,27,-17.1,4.6,6.32,326,325,9.2,0.1945
04-01-2017 18:00,8.2,36,-13,3.75,4.96,316,318,8.5,0.1882
04-01-2017 19:00,8.2,40,-11.2,3.2,4.25,309,311,6.7,0.1819
04-01-2017 20:00,8.4,42,-9.9,3.36,4.41,300,303,6.4,0.1755
04-01-2017 21:00,8.5,44,-9.1,3.45,4.66,292,293,6.5,0.1692
04-01-2017 22:00,8.5,45,-8.6,3.96,5.44,286,287,7.2,0.1629
04-01-2017 23:00,8.6,45,-8.2,4.44,6.11,284,285,8.1,0.1566
05-01-2017 00:00,8.2,47,-7.9,4.12,5.8,284,285,8.1,0.1503
05-01-2017 01:00,8,49,-7.4,3.85,5.61,279,281,7.4,0.144
05-01-2017 02:00,8.1,49,-7.1,4.22,6.14,284,286,7.6,0.1377
05-01-2017 03:00,7.3,50,-7.4,3.61,6.32,284,288,7.6,0.1314
05-01-2017 04:00,6.7,48,-8.7,4.83,7.78,294,296,8.1,0.1251
05-01-2017 05:00,4.8,51,-9.5,5.22,7.96,302,303,9,0.1188
05-01-2017 06:00,2.6,56,-9.6,4.46,6.72,314,316,9.3,0.1124
05-01-2017 07:00,1.8,57,-9.9,4.53,6.79,311,313,8,0.1061
05-01-2017 08:00,1.1,57,-10.5,4.41,6.46,303,305,7.9,0.0998
05-01-2017 09:00,2,53,-11,5.14,6.92,307,307,9.6,0.0935
05-01-2017 10:00,3.6,48,-11.6,4.9,6.39,309,310,9.8,0.0872
05-01-2017 11:00,5.6,43,-11.9,4.88,6.22,314,315,9.9,0.0809
05-01-2017 12:00,7.4,39,-12.3,4.95,6.29,313,314,10.1,0.0746
05-01-2017 13:00,8.9,36,-12.5,5.1,6.44,312,312,10.3,0.0683
05-01-2017 14:00,9.8,35,-12.3,5.14,6.56,307,308,10.3,0.062
05-01-2017 15:00,9.9,36,-12,5.27,6.85,303,304,10.3,0.0557
05-01-2017 16:00,9.1,37,-12.1,5.52,7.38,305,306,10.3,0.0493
05-01-2017 17:00,7.5,39,-12.4,5.14,7.34,307,308,10.2,0.043
05-01-2017 18:00,5.9,40,-13.1,5.74,8.16,305,306,9.6,0.0387
05-01-2017 19:00,5.3,40,-13.7,5.74,8.16,305,306,10.2,0.0365
05-01-2017 20:00,4.5,41,-14.1,5.76,8.11,309,309,10.2,0.0342
05-01-2017 21:00,3.7,42,-14.3,5.45,7.71,314,314,10.1,0.0319
05-01-2017 22:00,2.4,46,-13.8,4.88,7.14,316,316,9.7,0.0296
05-01-2017 23:00,1.5,48,-13.6,4.12,6.26,309,309,8.4,0.0274
06-01-2017 00:00,1,49,-13.6,4,6.16,307,306,7.2,0.0251
06-01-2017 01:00,0.8,49,-13.8,3.97,6.1,304,305,7.2,0.0228
06-01-2017 02:00,0.6,50,-13.9,3.83,5.99,303,303,6.9,0.0206
06-01-2017 03:00,0.4,50,-13.8,3.62,5.59,298,299,6.7,0.0183
06-01-2017 04:00,0.2,51,-13.6,3.44,5.41,296,298,6.3,0.016
06-01-2017 05:00,0,52,-13.5,3.53,5.32,295,296,6.1,0.0147
06-01-2017 06:00,-2.1,58,-13.5,3.07,4.37,289,290,6.1,0.0144
06-01-2017 07:00,-2.2,58,-13.5,2.6,3.8,268,272,5.4,0.0141
06-01-2017 08:00,-2,58,-13.4,2.86,4.26,258,261,5,0.0138
06-01-2017 09:00,0.1,52,-13.2,3.44,4.54,262,262,6.8,0.0135
06-01-2017 10:00,3.5,47,-12.3,3.61,4.71,265,266,7.6,0.0132
06-01-2017 11:00,7.1,42,-11.2,3.81,4.91,265,266,8.3,0.0129
06-01-2017 12:00,10.5,38,-10.3,3.9,5,271,272,8.5,0.0125
06-01-2017 13:00,13.3,35,-9.4,3.71,4.72,275,275,8.5,0.0122
06-01-2017 14:00,15.5,33,-8.2,3.62,4.64,276,277,8.2,0.0119
06-01-2017 15:00,16.9,33,-7.2,3.67,4.71,281,282,8,0.0116
06-01-2017 16:00,17,34,-6.4,3.49,4.73,283,283,7.6,0.0113
06-01-2017 17:00,14.5,39,-6,1.82,4.2,279,282,6.7,0.011
06-01-2017 18:00,11.8,47,-4.5,1.71,3.73,249,262,2.9,0.0107
06-01-2017 19:00,11.7,48,-4.2,1.64,4.09,232,248,2.6,0.0104
06-01-2017 20:00,11.4,49,-4,1.84,4.78,241,250,3,0.0101
06-01-2017 21:00,11.8,48,-3.9,2.28,5.15,232,241,3.7,0.0098
06-01-2017 22:00,11,50,-3.9,2.2,5.33,231,240,3.7,0.0094
06-01-2017 23:00,10.9,50,-4.1,2.08,5.41,235,242,3.5,0.0091
07-01-2017 00:00,11.1,49,-4.2,2.14,5.46,233,242,3.6,0.0088
07-01-2017 01:00,11.2,49,-4.2,1.75,4.88,239,247,3.6,0.0085
07-01-2017 02:00,10,52,-4.2,2.4,4,253,257,2.7,0.0082
07-01-2017 03:00,9,54,-4.2,2.56,3.77,291,281,3.1,0.0079
07-01-2017 04:00,9,54,-4.2,1.86,3.89,324,312,3,0.0076
07-01-2017 05:00,8.7,55,-4.1,1.9,4.59,342,340,2.8,0.0073
07-01-2017 06:00,7.7,64,-1.8,2.65,5.63,11,17,4.1,0.007
07-01-2017 07:00,7,68,-1.3,2.81,5.66,4,8,4.8,0.0066
07-01-2017 08:00,6.3,71,-1.1,2.71,5.3,356,359,4.8,0.0063
07-01-2017 09:00,8.1,65,-1.3,3.4,4.71,346,348,6.5,0.006
07-01-2017 10:00,10.8,54,-2.8,3.77,4.85,338,338,7.7,0.0057
07-01-2017 11:00,13.4,40,-6.7,4.07,5.28,335,335,8.5,0.0054
07-01-2017 12:00,15.7,33,-8,4.52,5.81,332,333,9.4,0.0051
07-01-2017 13:00,17.1,31,-8.1,4.83,6.17,333,333,9.9,0.0049
07-01-2017 14:00,17.5,28,-9.8,4.74,6.13,335,334,9.9,0.0046
07-01-2017 15:00,17.1,28,-10.7,4.44,5.78,337,337,9.7,0.0044
07-01-2017 16:00,16,29,-10.7,3.99,5.29,338,338,8.9,0.0041
07-01-2017 17:00,13.3,34,-10.1,2.55,4.95,349,346,7.6,0.0039
07-01-2017 18:00,10.1,41,-8.8,2,4.51,360,356,4.4,0.0036
07-01-2017 19:00,8.7,45,-8.1,2.1,4.7,360,1,3.6,0.0032
07-01-2017 20:00,7.2,50,-7.6,1.5,4,360,357,3.4,0.0029
07-01-2017 21:00,6.2,53,-7.2,1.51,3.8,8,358,2.4,0.0026
07-01-2017 22:00,5.1,57,-6.9,1.5,3.06,37,11,2.4,0.0022
07-01-2017 23:00,4.8,58,-6.7,1.61,2.02,60,20,2.4,0.0019
08-01-2017 00:00,4.1,60,-6.7,1.4,1.94,86,55,2.2,0.0015
08-01-2017 01:00,4.4,60,-6.6,1.81,2.8,96,88,2.8,0.0012
08-01-2017 02:00,4.3,60,-6.6,1.99,3.7,108,109,3.4,0.0009
08-01-2017 03:00,4.2,60,-6.6,1.98,4.31,131,134,3.4,0.0005
08-01-2017 04:00,4.4,59,-6.7,2.7,5.44,141,148,4.4,0.0002
08-01-2017 05:00,4.7,58,-6.9,3.61,6.72,136,143,6,0.0078
08-01-2017 06:00,5.2,58,-6.4,4.53,7.62,137,142,7.3,0.0233
08-01-2017 07:00,5.6,56,-6.6,5.14,8.65,143,146,8.6,0.0388
08-01-2017 08:00,6.4,54,-6.8,5.59,9.67,153,156,9.5,0.0543
08-01-2017 09:00,8.5,48,-7.1,6.13,9.38,156,158,10.7,0.0698
08-01-2017 10:00,11.9,40,-7.7,6.74,9.68,162,164,12.1,0.0853
08-01-2017 11:00,15.2,35,-7.8,7.38,10.35,155,157,13.3,0.1009
08-01-2017 12:00,19.2,30,-6.9,7.84,10.82,161,162,14.3,0.1459
08-01-2017 13:00,21.2,33,-3.5,7.94,11.04,161,162,14.3,0.2205
08-01-2017 14:00,22.9,34,-1.5,8.22,11.48,162,162,14.9,0.2951
08-01-2017 15:00,25,33,-0.2,7.54,10.7,165,166,14.8,0.3697
08-01-2017 16:00,24.7,34,0.6,6.46,9.6,164,166,13.5,0.4443
08-01-2017 17:00,24.7,36,1.5,6.54,10.32,174,177,11.4,0.5189
08-01-2017 18:00,23,46,5.5,6,9.63,181,185,11.3,0.5366
08-01-2017 19:00,22.3,49,5.9,5.2,9.17,191,194,10.3,0.4974
08-01-2017 20:00,22.4,50,6.6,4.87,8.56,189,194,8.9,0.4581
08-01-2017 21:00,20.2,57,7.2,4.39,8.74,192,196,8.2,0.4188
08-01-2017 22:00,19,62,8,3.57,7.83,198,205,7.4,0.3796
08-01-2017 23:00,18,66,8.6,3.58,7.83,240,245,6,0.3403
09-01-2017 00:00,17.1,72,9.7,4.37,8.38,281,287,7.1,0.3011
09-01-2017 01:00,15.1,84,11.1,4.85,8.66,278,284,8.2,0.2618
09-01-2017 02:00,13,84,9.1,4.18,7.61,291,295,8.4,0.2225
09-01-2017 03:00,11.8,82,7.4,3.69,6.97,303,309,7,0.1833
09-01-2017 04:00,10.9,81,6.3,2.68,5.28,297,307,6.3,0.144
09-01-2017 05:00,10.9,77,5.2,3.34,5.92,279,286,6.2,0.131
09-01-2017 06:00,12,78,6.4,2.75,4.4,260,271,5.7,0.1444
09-01-2017 07:00,13.1,70,5.3,2.1,3.01,273,276,6,0.1577
09-01-2017 08:00,13.7,68,5.3,1.26,1.65,252,256,4.2,0.1711
09-01-2017 09:00,14.8,69,6.4,1.44,1.78,146,142,3.3,0.1844
09-01-2017 10:00,16.9,68,8.1,3.22,4.43,116,118,6.1,0.1977
09-01-2017 11:00,18.3,66,8.9,4.1,5.73,135,137,7.5,0.2111
09-01-2017 12:00,20.3,61,9.1,4.74,6.49,145,146,8.6,0.2551
09-01-2017 13:00,21.8,56,8.7,4.96,6.88,146,147,9,0.3299
09-01-2017 14:00,23.7,51,8.2,5.61,7.75,149,150,10.1,0.4046
09-01-2017 15:00,24.4,50,8.4,5.97,8.62,140,142,10.7,0.4794
09-01-2017 16:00,25.9,49,9.4,5.56,8.6,142,144,11,0.5541
09-01-2017 17:00,25.2,53,10.3,5.64,9.79,150,154,10.3,0.6289
09-01-2017 18:00,27.5,54,12.8,4.88,9.03,165,170,9.6,0.6544
09-01-2017 19:00,28.5,55,14.2,5.44,9.41,160,165,9.2,0.6306
09-01-2017 20:00,27.6,60,15.4,4.16,8.23,156,164,9.2,0.6068
09-01-2017 21:00,28.9,58,16.1,4.52,8.42,152,160,7.6,0.583
09-01-2017 22:00,27.7,63,16.9,4.12,8.38,151,160,7.5,0.5592
09-01-2017 23:00,27.2,68,18,4.22,8.54,149,159,7.1,0.5354
10-01-2017 00:00,29.3,67,19.6,4.37,8.28,160,168,7.4,0.5117
10-01-2017 01:00,28.8,75,21.7,3.26,7.16,153,168,7.3,0.4879
10-01-2017 02:00,30.2,80,24.7,4.31,8.49,158,168,7.1,0.4641
10-01-2017 03:00,30.4,89,27.5,3.7,7.73,161,170,7.1,0.4403
10-01-2017 04:00,28,93,26.2,2.01,5.39,153,169,6.1,0.4165
10-01-2017 05:00,29.7,94,28.2,3.26,6.94,153,165,5.5,0.4152
10-01-2017 06:00,29.3,96,28.3,2.32,4.34,173,172,5.4,0.4364
10-01-2017 07:00,30.6,97,30,1.82,3.08,171,193,2.7,0.4576
10-01-2017 08:00,31,97,30.4,2.42,4.42,277,265,3.1,0.4788
10-01-2017 09:00,31.4,93,29.7,6.26,10.29,295,297,10.1,0.4999
10-01-2017 10:00,29.7,85,25.8,9,13.31,311,313,15.4,0.5211
10-01-2017 11:00,26.2,78,20.4,9.06,13.46,318,319,16,0.5423
10-01-2017 12:00,24.4,67,15.2,9.68,13.81,308,309,17.1,0.5635
10-01-2017 13:00,23.5,56,10,9.63,13.4,305,306,18.5,0.5847
10-01-2017 14:00,24.4,50,8.6,9.71,13.65,298,298,17.3,0.6059
10-01-2017 15:00,24.6,48,7.5,9.26,13.1,296,297,18.2,0.627
10-01-2017 16:00,24.1,48,7.1,7.54,10.81,292,292,16.3,0.6482
10-01-2017 17:00,21.4,52,6.6,5.85,9.71,287,289,13.2,0.6694
10-01-2017 18:00,18.8,61,7.4,4.62,8.16,275,277,10,0.6807
10-01-2017 19:00,17.6,62,6.6,3.67,6.99,281,283,7.8,0.682
10-01-2017 20:00,16.2,64,6,2.47,5.54,284,290,6,0.6833
10-01-2017 21:00,16.9,61,5.8,2.78,5.47,240,252,4.5,0.6846
10-01-2017 22:00,18,59,6,2.84,5.56,231,240,5.7,0.6859
10-01-2017 23:00,18.6,58,6.1,0.32,0.73,72,254,4.5,0.6872
11-01-2017 00:00,18,60,6.4,3.05,4.38,122,145,4.6,0.6885
11-01-2017 01:00,18,62,7.2,4.16,7.78,125,136,6.8,0.6898
11-01-2017 02:00,18.8,62,8.1,3.64,7.32,127,141,6.8,0.6911
11-01-2017 03:00,19,65,9.2,3.61,7.44,124,144,5.9,0.6924
11-01-2017 04:00,20.9,67,11.8,4.18,7.99,132,148,6.7,0.6937
11-01-2017 05:00,23,71,15.1,4.58,8.78,144,157,7.5,0.6942
11-01-2017 06:00,25.5,84,21.5,2.73,7.3,188,193,7.8,0.6937
11-01-2017 07:00,24.2,87,20.8,1.49,2.82,340,287,4.3,0.6933
11-01-2017 08:00,19.8,84,15.7,5.01,8.81,3,3,7.8,0.6928
11-01-2017 09:00,14.5,71,6.6,6.31,9.45,4,6,10.7,0.6924
11-01-2017 10:00,13.4,65,3.8,7.31,10.61,2,3,13.1,0.6919
11-01-2017 11:00,13.5,61,2.7,6.83,9.55,5,6,13.1,0.6915
11-01-2017 12:00,14.5,59,2.9,7.75,10.69,7,8,14,0.6805
11-01-2017 13:00,13.2,59,1.6,7.4,10.21,1,2,14.1,0.6591
11-01-2017 14:00,14.7,53,0.7,7.42,10.05,5,6,15.1,0.6377
11-01-2017 15:00,14.4,53,0.2,6.81,9.21,3,2,13.8,0.6162
11-01-2017 16:00,13.7,54,0.3,6.52,9.04,4,5,12.7,0.5948
11-01-2017 17:00,11.3,60,0.1,5.8,8.71,1,2,11.8,0.5733
11-01-2017 18:00,8.9,67,0,5.3,8,358,360,11.4,0.5395
11-01-2017 19:00,8.7,65,-0.6,5.81,8.32,4,4,10.6,0.4931
11-01-2017 20:00,7.3,68,-1.1,5.4,8.11,1,2,10.4,0.4468
11-01-2017 21:00,8.1,62,-2.1,4.92,7.04,347,349,9.4,0.4005
11-01-2017 22:00,7.5,63,-2.4,5.42,7.52,355,355,9.8,0.3541
11-01-2017 23:00,7.2,64,-2.5,4.9,6.81,2,3,10,0.3078
12-01-2017 00:00,6.5,67,-2.1,5.81,8.02,4,4,10.3,0.2615
12-01-2017 01:00,6.6,66,-2.3,4.43,6.14,6,7,10.5,0.2152
12-01-2017 02:00,6.9,66,-2.2,4,5.32,3,5,8.4,0.1688
12-01-2017 03:00,7.2,63,-2.7,4.1,5.51,359,357,8.2,0.1225
12-01-2017 04:00,7.3,62,-3.1,2,2.6,360,2,7.4,0.0762
12-01-2017 05:00,7.1,63,-3,2.42,3.14,322,323,4.9,0.0818
12-01-2017 06:00,7.5,62,-2.7,3.04,4.08,343,343,5.6,0.1394
12-01-2017 07:00,8.1,59,-3.1,3.02,4,326,328,6.2,0.197
12-01-2017 08:00,8.5,57,-3.5,2.84,3.83,309,311,5.8,0.2546
12-01-2017 09:00,9.6,54,-3.9,3.33,4.41,303,303,6.4,0.3122
12-01-2017 10:00,11.8,49,-3.9,4.29,5.64,298,297,8.3,0.3698
12-01-2017 11:00,14.4,43,-4.1,4.83,6.4,294,295,9.5,0.4274
12-01-2017 12:00,16.6,37,-4.9,5.02,6.49,293,295,10,0.4666
12-01-2017 13:00,19,35,-4,5.12,6.64,287,288,10.1,0.4872
12-01-2017 14:00,20.7,35,-2.6,5.33,7.03,293,294,10.2,0.5078
12-01-2017 15:00,21.3,37,-1,5.89,7.87,310,310,10.7,0.5284
12-01-2017 16:00,20.2,41,0,5.48,7.84,322,322,10.7,0.5491
12-01-2017 17:00,18.3,47,1.5,4.41,7.58,327,329,9.4,0.5697
12-01-2017 18:00,17.3,53,2.9,3.66,6.91,325,329,7.7,0.5568
12-01-2017 19:00,16.2,52,1.9,3.86,6.58,350,351,6.5,0.5103
12-01-2017 20:00,13.4,52,-1,4.4,7.01,3,3,7.5,0.4639
12-01-2017 21:00,10.9,50,-4,3.4,5.5,358,360,7.5,0.4174
12-01-2017 22:00,9,53,-4.8,3.2,5.4,358,1,5.7,0.371
12-01-2017 23:00,7.9,54,-5.2,3.24,5.1,9,11,5.4,0.3246
13-01-2017 00:00,6.4,54,-6.6,4.27,6.42,16,18,7,0.2781
13-01-2017 01:00,4.8,46,-11.3,4.25,6.22,27,28,7.9,0.2317
13-01-2017 02:00,3.6,45,-13.1,4,5.58,32,33,7.6,0.1852
13-01-2017 03:00,2.7,46,-13.5,4.11,5.6,41,41,7.5,0.1388
13-01-2017 04:00,2.6,45,-13.8,3.54,4.67,43,43,7.5,0.0923
13-01-2017 05:00,3,44,-14.1,3.05,4.04,41,42,6.7,0.0726
13-01-2017 06:00,3.1,45,-13.5,3.32,4.46,46,48,6.3,0.0797
13-01-2017 07:00,3.7,45,-12.9,3.2,4.2,51,52,6.5,0.0867
13-01-2017 08:00,4.3,47,-11.7,2.69,3.45,59,60,6.3,0.0937
13-01-2017 09:00,5.2,49,-10,2.63,3.32,81,83,5.5,0.1007
13-01-2017 10:00,6.6,49,-8.3,3.01,4.01,84,86,6.3,0.1077
13-01-2017 11:00,8.3,50,-6.6,3.11,4,86,89,6.6,0.1147
13-01-2017 12:00,10.5,48,-5.5,2.91,3.82,94,96,6.6,0.1115
13-01-2017 13:00,12.5,45,-4.9,2.75,3.47,100,102,6.5,0.0981
13-01-2017 14:00,14.1,43,-4.4,2.52,3.24,97,99,6.1,0.0847
13-01-2017 15:00,15.4,41,-4.2,2.71,3.52,94,97,6,0.0712
13-01-2017 16:00,15.7,41,-3.8,2.84,3.77,100,101,6,0.0578
13-01-2017 17:00,14.2,45,-3.2,2,3.91,87,93,5.7,0.0443
13-01-2017 18:00,11.2,56,-1.4,2.2,5.31,87,93,3.5,0.0359
13-01-2017 19:00,12.2,55,-0.8,2.61,5.41,94,102,4.5,0.0325
13-01-2017 20:00,11.6,58,-0.3,2.6,5.52,106,112,4.4,0.0291
13-01-2017 21:00,11.9,58,-0.1,2.59,5.44,118,126,4.5,0.0257
13-01-2017 22:00,12,57,-0.1,2.15,4.83,118,130,4.2,0.0222
13-01-2017 23:00,12.1,57,-0.4,1.78,4.4,128,141,3.5,0.0188
14-01-2017 00:00,12.1,56,-0.8,1.3,3.77,122,148,2.9,0.0154
14-01-2017 01:00,14.5,49,-1.3,1.14,2.79,128,159,3,0.012
14-01-2017 02:00,15.3,46,-1.8,1,2.7,174,182,1.9,0.0086
14-01-2017 03:00,16.3,43,-2.5,1.22,2.57,189,193,2.2,0.0051
14-01-2017 04:00,14,46,-2.8,1.92,2.87,208,209,2.1,0.0017
14-01-2017 05:00,12.2,49,-3.2,2.42,3.4,218,223,2.8,0
14-01-2017 06:00,9.6,56,-2.9,2.5,4.21,254,252,2.9,0
14-01-2017 07:00,10.2,53,-3.4,2.04,3.96,259,260,2.9,0
14-01-2017 08:00,10,52,-3.9,1.9,3.65,252,261,2.6,0.0001
14-01-2017 09:00,14.7,40,-5.3,2.21,4.08,252,259,4.1,0.0001
14-01-2017 10:00,19.6,27,-8.7,2.18,3.18,254,257,5,0.0001
14-01-2017 11:00,23.8,21,-10.7,2.57,3.28,257,258,5.9,0.0001
14-01-2017 12:00,27.3,21,-7.7,2.75,3.45,260,260,6.6,0.0017
14-01-2017 13:00,30.4,22,-4.1,2.53,3.24,261,261,6.6,0.0048
14-01-2017 14:00,32.2,23,-1.9,2.32,2.93,263,262,6.3,0.0079
14-01-2017 15:00,32.9,23,-0.6,2.3,2.91,272,274,5.7,0.011
14-01-2017 16:00,32.4,25,0.2,1.84,2.69,283,285,5.2,0.0142
14-01-2017 17:00,27.1,31,0.5,2.15,2.55,292,296,3.1,0.0173
14-01-2017 18:00,28.6,32,2.7,1.62,1.9,248,273,2.5,0.0204
14-01-2017 19:00,27.3,34,2.8,1.51,1.9,262,288,1.9,0.0235
14-01-2017 20:00,23.7,40,2.8,1.58,1.5,235,270,1.7,0.0266
14-01-2017 21:00,21.1,45,2.8,1.97,1.77,240,254,2.4,0.0298
14-01-2017 22:00,20.6,45,2.8,1.84,1.8,248,251,2.3,0.0329
14-01-2017 23:00,20.3,46,2.8,1.5,2.62,233,230,2.3,0.036
15-01-2017 00:00,18.9,49,2.8,2.11,2.3,239,236,2.5,0.0391
15-01-2017 01:00,20.8,45,2.8,1.1,1.3,275,247,2.5,0.0422
15-01-2017 02:00,21.1,45,2.8,1.02,1.17,191,200,1.3,0.0454
15-01-2017 03:00,19.7,48,2.9,1.87,2.2,164,177,2,0.0485
15-01-2017 04:00,19,49,2.9,2.06,2.53,151,171,2.2,0.0516
15-01-2017 05:00,17.7,52,2.8,2.69,3.41,165,175,3.1,0.0547
15-01-2017 06:00,14.7,60,3.5,2.68,3.57,153,169,3.1,0.0578
15-01-2017 07:00,17.3,54,3.4,2.12,5.2,161,169,3.1,0.061
15-01-2017 08:00,17.9,51,2.8,2.45,6.28,168,171,3.8,0.0641
15-01-2017 09:00,23.2,38,1.5,3.47,6.26,168,172,5.3,0.0672
15-01-2017 10:00,28.7,30,1.2,2.7,4.3,180,180,5.7,0.0703
15-01-2017 11:00,32.6,26,1.8,3.61,4.81,183,184,7.5,0.0734
15-01-2017 12:00,35.4,26,3.8,2.9,3.7,180,182,7.6,0.0789
15-01-2017 13:00,36.8,27,6.1,2.7,3.4,178,178,6.6,0.0868
15-01-2017 14:00,37.3,30,8.6,3.28,4.2,168,168,6.8,0.0947
15-01-2017 15:00,36.5,33,10.4,3.57,4.71,169,168,7,0.1026
15-01-2017 16:00,34.5,38,11.6,3.28,5.2,168,169,6.9,0.1104
15-01-2017 17:00,29.3,48,12,2.16,5.36,167,171,5.6,0.1183
15-01-2017 18:00,28.5,56,14.8,2.42,5.87,150,157,3.3,0.1214
