Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
06-01-2017 12:00,11.4,50,-3.8,4.3,6.31,269,267,9.5,0.3349
06-01-2017 13:00,12.1,49,-3.6,4.2,6.31,267,266,9.6,0.3211
06-01-2017 14:00,12.3,48,-3.5,4,6.3,269,268,9.3,0.3072
06-01-2017 15:00,11.8,50,-3.1,3.41,5.9,267,268,8.8,0.2934
06-01-2017 16:00,9.1,60,-1.9,1.97,5.24,246,257,7.1,0.2795
06-01-2017 17:00,5.7,65,-3.5,2.26,6.26,225,241,3.9,0.2657
06-01-2017 18:00,5.2,67,-3.4,2.84,7.11,231,242,4,0.2634
06-01-2017 19:00,6.9,59,-4.3,3.68,6.95,227,240,5.9,0.2727
06-01-2017 20:00,7,57,-5.1,3.72,7.16,234,243,6.1,0.282
06-01-2017 21:00,7.2,55,-5.6,3.68,7.11,248,256,6,0.2913
06-01-2017 22:00,7,55,-5.7,3.68,6.96,248,258,5.9,0.3006
06-01-2017 23:00,6.6,58,-5,4.07,7.62,245,253,6.7,0.3098
07-01-2017 00:00,6.3,63,-3.8,3.98,7.47,252,258,6.9,0.3191
07-01-2017 01:00,5.8,66,-3.2,3.83,7.32,255,260,6.7,0.3284
07-01-2017 02:00,5.2,68,-3,3.67,6.87,259,262,6.6,0.3377
07-01-2017 03:00,5,69,-2.9,3.32,6.4,254,260,6.1,0.347
07-01-2017 04:00,4.8,71,-2.4,3.2,6.15,256,263,5.5,0.3563
07-01-2017 05:00,4.6,75,-1.7,3.2,6.08,250,261,5.2,0.3896
07-01-2017 06:00,3.3,81,-1.3,3.04,6.99,243,253,5.2,0.4468
07-01-2017 07:00,3.7,82,-0.6,3.74,7.04,236,247,6.2,0.504
07-01-2017 08:00,5.5,78,0.1,3.7,6.89,232,242,6.8,0.5612
07-01-2017 09:00,9.5,66,0.3,4.17,6.22,240,242,8.4,0.6185
07-01-2017 10:00,11.9,50,-3.2,4.71,6.73,258,259,10.2,0.6757
07-01-2017 11:00,12.5,45,-4.8,5.15,7.37,262,262,11,0.7329
07-01-2017 12:00,13.2,43,-5.1,5.46,7.99,262,261,11.8,0.7461
07-01-2017 13:00,13.8,42,-5,5.71,8.34,259,260,12.2,0.7152
07-01-2017 14:00,13.6,42,-5.1,5.67,8.39,261,262,12.3,0.6842
07-01-2017 15:00,13.4,43,-5,5.64,8.64,263,265,11.9,0.6533
07-01-2017 16:00,13,46,-4,4.96,8.36,261,263,11.6,0.6223
07-01-2017 17:00,12.8,51,-1.9,4.83,8.11,264,268,9.9,0.5914
07-01-2017 18:00,10.3,60,-0.8,4.75,8.62,262,266,10.6,0.5923
07-01-2017 19:00,10.3,58,-1.7,5.3,9.34,272,276,10.1,0.625
07-01-2017 20:00,9.4,61,-1.4,5.82,10.1,275,278,11.3,0.6577
07-01-2017 21:00,8.7,68,0.5,5.7,10.03,269,275,11.3,0.6904
07-01-2017 22:00,9,70,1.3,5.72,10.1,275,281,11.6,0.7231
07-01-2017 23:00,9.3,66,0.3,5.73,9.93,282,289,11.2,0.7558
08-01-2017 00:00,9.2,65,-0.3,5.82,10.23,286,292,11.2,0.7885
08-01-2017 01:00,8.8,65,-0.4,6.36,11.02,289,294,12.4,0.8212
08-01-2017 02:00,8.6,67,-0.1,5.85,10.18,287,293,12.4,0.8539
08-01-2017 03:00,8.4,70,0.7,5.79,9.95,288,292,11.4,0.8866
08-01-2017 04:00,8.3,72,1,5.54,9.68,287,293,11.1,0.9193
08-01-2017 05:00,8.2,72,1,5.35,9.39,291,297,10.8,0.9096
08-01-2017 06:00,8.8,69,0.6,5.85,10.2,303,307,10.3,0.8574
08-01-2017 07:00,8.5,64,-1.2,5.66,9.78,306,311,11.6,0.8053
08-01-2017 08:00,9.1,59,-2.3,5.48,9.4,308,315,11.1,0.7531
08-01-2017 09:00,11,48,-5,6.52,9.95,319,321,13.6,0.701
08-01-2017 10:00,12.5,45,-4.8,5.66,8.35,315,317,13.4,0.6488
08-01-2017 11:00,14.4,42,-4.7,5.31,7.57,313,314,12,0.5967
08-01-2017 12:00,15.5,42,-3.5,4.66,6.58,305,306,11.6,0.5449
08-01-2017 13:00,16.3,44,-1.7,4.38,6.17,297,297,10.5,0.4934
08-01-2017 14:00,17.4,44,-1.1,4.31,6.28,292,292,10,0.4418
08-01-2017 15:00,17.6,42,-1.5,3.88,5.75,282,283,9.6,0.3903
08-01-2017 16:00,16.5,47,-0.1,2.77,4.62,257,265,8,0.3388
08-01-2017 17:00,15.2,51,0.2,2.86,5.13,216,237,4.8,0.2873
08-01-2017 18:00,10,60,-1.1,2.58,6.4,216,231,5.2,0.2871
08-01-2017 19:00,11.4,55,-1.6,3.55,6.72,212,223,6.2,0.3381
08-01-2017 20:00,11.4,55,-1.6,3.55,6.68,212,219,6.4,0.3892
08-01-2017 21:00,12,54,-1.6,3.54,6.46,209,215,6.5,0.4402
08-01-2017 22:00,12.6,52,-1.6,3.64,6.66,201,208,6.9,0.4913
08-01-2017 23:00,12.9,51,-2.1,3.79,7.28,192,196,7.2,0.5423
09-01-2017 00:00,13,51,-1.9,3.91,7.91,193,198,7.9,0.5934
09-01-2017 01:00,13.4,52,-1.1,4.22,8.38,194,200,8.4,0.6444
09-01-2017 02:00,13.8,54,0.4,4.22,9.22,185,195,8.5,0.6955
09-01-2017 03:00,14.2,58,2.2,4.34,10.29,188,196,7.8,0.7465
09-01-2017 04:00,14.9,57,2.4,4.2,9.05,192,196,8.9,0.7976
09-01-2017 05:00,14.9,59,3.1,4.06,8.86,190,196,7.8,0.8088
09-01-2017 06:00,15.6,63,5.3,5.02,11.35,193,198,8.7,0.7802
09-01-2017 07:00,16.5,60,4.9,5.91,10.58,208,211,12.9,0.7516
09-01-2017 08:00,17.7,57,5,4.74,8.77,198,204,11.8,0.723
09-01-2017 09:00,19.7,51,4.3,5.55,8.72,206,208,11.2,0.6944
09-01-2017 10:00,22.9,45,4.9,5.69,8.52,214,216,12.2,0.6657
09-01-2017 11:00,25.2,44,6.4,5.25,7.79,220,222,12,0.6371
09-01-2017 12:00,26.8,45,8.1,5.33,7.68,236,235,11.5,0.5933
09-01-2017 13:00,27.7,44,8.6,4.66,6.8,235,237,11.5,0.5341
09-01-2017 14:00,28.3,44,9.2,4.55,6.74,237,238,10.2,0.475
09-01-2017 15:00,28.2,46,10.2,4.44,6.85,234,236,9.6,0.4159
09-01-2017 16:00,26.7,51,11.1,2.3,4.74,214,224,8.9,0.3568
09-01-2017 17:00,24.4,57,11.4,2.4,4.96,182,199,4.1,0.2977
09-01-2017 18:00,23.3,65,13.2,3.11,6.43,184,192,4.8,0.2976
09-01-2017 19:00,24,61,12.4,3.5,6.53,178,185,6.8,0.3566
09-01-2017 20:00,23.6,60,11.7,3.6,6.74,180,186,6.8,0.4156
09-01-2017 21:00,23.8,58,11.1,4.13,7.5,173,179,7.9,0.4746
09-01-2017 22:00,23.7,59,11.5,3.9,7.41,180,183,7.9,0.5337
09-01-2017 23:00,24.9,61,13.2,4,7.03,181,186,7.8,0.5927
10-01-2017 00:00,25.2,65,15,4,7.01,179,183,7.8,0.6517
10-01-2017 01:00,25.2,71,17,4.43,7.72,174,176,8.5,0.7107
10-01-2017 02:00,24.9,79,19.5,4.59,8.75,169,174,8.9,0.7697
10-01-2017 03:00,25.1,85,21.3,5.32,9.38,168,173,10.4,0.8287
10-01-2017 04:00,26.1,87,22.9,4.96,8.64,171,175,10.4,0.8877
10-01-2017 05:00,26.8,88,23.8,5.56,9.65,172,174,10.9,0.9142
10-01-2017 06:00,28,88,24.9,5.87,10.06,171,174,11.8,0.9083
10-01-2017 07:00,28.6,87,25.3,5.77,9.87,171,173,11.6,0.9023
10-01-2017 08:00,29.4,87,25.8,6.03,10.22,174,176,11.9,0.8964
10-01-2017 09:00,30.4,86,26.7,4.9,11.43,163,171,11.9,0.8905
10-01-2017 10:00,31.1,89,28.2,5.25,12.63,162,172,9.5,0.8845
10-01-2017 11:00,32.1,91,29.8,5.82,13.83,164,172,10.5,0.8786
10-01-2017 12:00,33.7,90,31.2,5.6,12.99,161,170,11.1,0.8797
10-01-2017 13:00,35.7,88,32.6,7.4,12.9,178,180,15.8,0.888
10-01-2017 14:00,37.8,88,34.7,8.61,14.55,183,185,17.4,0.8962
10-01-2017 15:00,39.4,89,36.4,9.15,15.42,186,187,25.4,0.9044
10-01-2017 16:00,41.1,88,37.7,9.48,15.95,187,188,26.4,0.9127
10-01-2017 17:00,43,83,38.3,9.8,16.39,188,189,19.8,0.9209
10-01-2017 18:00,43.9,88,40.5,10.62,17.59,194,195,28.5,0.9228
10-01-2017 19:00,45.3,87,41.6,10.4,17.48,203,203,21.6,0.9183
10-01-2017 20:00,46,87,42.5,9.72,16.28,217,217,21.1,0.9138
10-01-2017 21:00,41.2,81,35.8,9.85,16.29,241,241,19.9,0.9094
10-01-2017 22:00,36.5,87,33,10.09,16.67,250,250,23.9,0.9049
10-01-2017 23:00,33.2,82,28.3,10.29,16.86,254,255,23.3,0.9005
11-01-2017 00:00,32.3,77,25.8,9.59,15.87,254,255,20.8,0.896
11-01-2017 01:00,31.4,78,25.3,9.05,15.08,250,251,19.5,0.8915
11-01-2017 02:00,29.7,74,22.5,9.11,15.07,253,254,18.7,0.8871
11-01-2017 03:00,27.5,72,19.6,8.15,13.75,256,257,18.5,0.8826
11-01-2017 04:00,24.9,74,17.9,6.87,11.96,254,256,16.4,0.8782
11-01-2017 05:00,23.1,78,17.1,6.14,11.06,254,255,13.5,0.8652
11-01-2017 06:00,24.8,79,19.2,5.7,10.56,248,251,11.9,0.8439
11-01-2017 07:00,25.6,78,19.7,4.88,9,242,246,11,0.8225
11-01-2017 08:00,26.5,77,20.3,4.03,7.5,226,233,9.2,0.8011
11-01-2017 09:00,30.2,69,21.3,3.9,6.17,203,207,8,0.7797
11-01-2017 10:00,33.4,65,22.8,4.8,7.21,181,183,9.7,0.7583
11-01-2017 11:00,34.4,64,23.4,5.63,8.78,186,188,12.1,0.7369
11-01-2017 12:00,35.5,63,24,4.71,8.1,176,181,11.6,0.7431
11-01-2017 13:00,37.1,65,26.5,3.8,9.73,178,185,9.4,0.7767
11-01-2017 14:00,39.6,61,27.1,6.11,10.75,195,198,11.8,0.8104
11-01-2017 15:00,41.5,64,30.2,6.31,11.26,195,198,12.9,0.844
11-01-2017 16:00,42,69,32.7,6.1,11.25,190,194,12.7,0.8777
11-01-2017 17:00,43.4,77,36.7,6.53,12.08,185,190,12.8,0.9113
11-01-2017 18:00,42.9,91,40.5,6.32,11.45,191,192,12.9,0.9128
11-01-2017 19:00,44.3,96,43.2,5.26,9.39,201,199,12.4,0.8823
11-01-2017 20:00,42.8,98,42.1,2.06,4.64,293,277,10,0.8517
11-01-2017 21:00,39.7,97,38.9,2.26,5.6,13,1,5.4,0.8211
11-01-2017 22:00,37.9,97,37.2,2.68,5.28,27,27,14.5,0.7906
11-01-2017 23:00,35.2,93,33.3,4.25,7.96,24,25,17.7,0.76
12-01-2017 00:00,33,96,32.1,5.48,9.78,339,344,10.7,0.7294
12-01-2017 01:00,30,92,28,5.5,8.9,358,360,11.2,0.6989
12-01-2017 02:00,28.6,92,26.5,5.1,8.24,349,350,10.8,0.6683
12-01-2017 03:00,28.2,91,25.8,3.57,6.64,349,354,9.8,0.6377
12-01-2017 04:00,28.1,90,25.6,3.16,5.92,349,355,6.7,0.6072
12-01-2017 05:00,27.8,89,25.1,3.18,5.72,347,355,6.1,0.555
12-01-2017 06:00,28.3,87,25,3.3,6.01,358,3,5.8,0.4814
12-01-2017 07:00,28.4,87,25,1.82,3.45,9,17,6.3,0.4077
12-01-2017 08:00,28.6,87,25.2,2.19,4.21,313,342,4.2,0.3341
12-01-2017 09:00,29,85,24.9,2.57,3.88,347,348,5.3,0.2604
12-01-2017 10:00,28.7,85,24.9,2.53,3.82,351,354,6.3,0.1867
12-01-2017 11:00,28.9,83,24.3,2.88,4.08,326,329,9.8,0.1131
12-01-2017 12:00,28.5,81,23.6,2.94,4.3,325,324,10.2,0.0832
12-01-2017 13:00,28,80,22.6,3.54,5.3,315,316,7.6,0.097
12-01-2017 14:00,27.2,80,21.7,3.54,5.45,313,313,8.3,0.1108
12-01-2017 15:00,26.2,80,20.8,3.02,4.88,304,305,7.7,0.1246
12-01-2017 16:00,25,82,20.4,2.65,5.07,281,285,6.6,0.1384
12-01-2017 17:00,22.8,86,19.3,3.01,6.58,274,279,5.8,0.1522
12-01-2017 18:00,23.5,83,19.2,3.73,7.01,262,267,6.6,0.177
12-01-2017 19:00,22.6,81,17.7,4.03,7.51,256,260,7.2,0.2128
12-01-2017 20:00,22.5,79,17,4.46,8.39,250,255,7.9,0.2487
12-01-2017 21:00,23.6,74,16.7,5.61,10.01,266,268,10.5,0.2845
12-01-2017 22:00,22.2,67,13,6,10.43,272,274,12.2,0.3204
12-01-2017 23:00,20,71,12,5.56,9.69,278,281,11.9,0.3562
13-01-2017 00:00,18.2,71,10.5,5.29,9.27,285,288,10.9,0.3921
13-01-2017 01:00,17.4,70,9.2,4.98,8.86,292,295,10.2,0.428
13-01-2017 02:00,16.7,69,8.4,4.44,7.83,293,297,9.5,0.4638
13-01-2017 03:00,15.2,73,8,4.03,7.2,293,297,8.2,0.4997
13-01-2017 04:00,14.3,74,7.5,3.83,6.93,290,297,7.1,0.5355
13-01-2017 05:00,13.8,75,7.2,3.64,6.75,291,297,6.5,0.5212
13-01-2017 06:00,14.5,74,7.7,2.47,5.99,284,296,6.4,0.4568
13-01-2017 07:00,11.2,78,5.7,2.35,5.15,282,299,4.3,0.3924
13-01-2017 08:00,13.9,76,7.7,1.71,5.05,291,304,3.8,0.328
13-01-2017 09:00,17.6,64,7.5,3.34,5.62,321,321,7.2,0.2635
13-01-2017 10:00,18.6,59,6.9,3.02,4.69,326,326,7.6,0.1991
13-01-2017 11:00,19.3,56,6.1,2.78,4,322,323,7,0.1347
13-01-2017 12:00,19.6,55,6,2.5,3.66,323,325,6.4,0.0956
13-01-2017 13:00,19.8,55,6.3,2.02,3.14,327,329,6.1,0.0818
13-01-2017 14:00,19.7,57,6.9,1.66,2.64,327,331,5.1,0.068
13-01-2017 15:00,19.2,60,7.7,0.94,1.97,328,330,4.3,0.0542
13-01-2017 16:00,16.1,69,7.8,1.53,2.26,349,347,2.9,0.0404
13-01-2017 17:00,13.6,70,5.7,2.24,3.13,10,7,3.2,0.0266
13-01-2017 18:00,15.4,67,6.5,1.73,2.55,350,349,3.5,0.0208
13-01-2017 19:00,17,62,6.2,1.55,2.92,15,6,3.2,0.0231
13-01-2017 20:00,16.1,63,5.6,1.62,2.94,22,18,3.2,0.0254
13-01-2017 21:00,15.2,64,5.1,1.7,3.01,3,21,3.2,0.0277
13-01-2017 22:00,14.8,63,4.5,1.51,3.06,8,38,3.3,0.03
13-01-2017 23:00,15.8,61,4.6,1,2.48,354,50,3.2,0.0323
14-01-2017 00:00,16.3,60,5,0.81,1.92,330,51,2.8,0.0346
14-01-2017 01:00,16.4,61,5.1,0.36,1.32,304,81,2.5,0.0369
14-01-2017 02:00,16.9,60,5.3,0.4,1.3,270,157,2,0.0392
14-01-2017 03:00,18.9,58,6.6,0.7,2.3,180,178,2.5,0.0415
14-01-2017 04:00,20.2,58,7.7,1.5,3.11,180,184,3.4,0.0438
14-01-2017 05:00,19.7,62,8.7,1.82,3.52,171,187,3.5,0.0431
14-01-2017 06:00,16.6,78,10.9,2.2,3.72,177,186,3.8,0.0392
14-01-2017 07:00,19,68,10.3,1.81,3.71,174,185,3.9,0.0354
14-01-2017 08:00,20,64,9.9,1.8,3.22,177,187,4.2,0.0316
14-01-2017 09:00,22,59,9.7,1.75,2.66,193,200,4.5,0.0277
14-01-2017 10:00,24.3,55,10.5,1.92,2.87,208,209,5.1,0.0239
14-01-2017 11:00,25.8,54,11.4,2.2,3.12,231,230,5.6,0.02
14-01-2017 12:00,27.1,52,12,2.33,3.22,239,240,5.8,0.0385
14-01-2017 13:00,28.2,50,12,2.38,3.42,255,255,5.8,0.0791
14-01-2017 14:00,28.7,49,11.9,2.53,3.57,261,259,6,0.1198
14-01-2017 15:00,28.5,49,11.9,2.6,3.81,270,267,6,0.1605
14-01-2017 16:00,25.6,59,13.2,2.31,4.72,265,265,5.5,0.2012
14-01-2017 17:00,22.6,64,12.3,2.84,5.74,260,263,4.3,0.2418
14-01-2017 18:00,19,72,11.5,2.14,6.34,259,264,5.2,0.2561
14-01-2017 19:00,21.6,64,11.4,2.97,6.46,250,262,5,0.2439
14-01-2017 20:00,21.7,63,10.9,3.1,6.59,249,260,5.2,0.2316
14-01-2017 21:00,22,62,10.9,3.2,6.81,256,267,5.3,0.2194
14-01-2017 22:00,22.2,64,11.9,3.5,7.26,270,277,6,0.2072
14-01-2017 23:00,21.8,74,14.9,3.71,7.28,284,291,6.7,0.195
15-01-2017 00:00,20.9,86,17.3,3.44,6.74,296,302,6.6,0.1828
15-01-2017 01:00,20.2,87,17,3.22,6.28,300,307,6,0.1706
15-01-2017 02:00,19.5,88,16.5,2.87,5.69,299,309,5.5,0.1584
15-01-2017 03:00,18.9,89,16.1,2.61,5.02,302,313,4.8,0.1461
15-01-2017 04:00,18.6,89,15.8,2.22,4.33,306,320,4.1,0.1339
15-01-2017 05:00,18.4,89,15.7,1.84,3.47,283,314,3.4,0.12
15-01-2017 06:00,15.9,92,14.1,2.3,3.05,268,302,2.9,0.1042
15-01-2017 07:00,16.8,94,15.5,1.97,2.62,246,288,2.9,0.0885
15-01-2017 08:00,18.2,91,16.1,1.5,2.1,233,273,3.6,0.0728
15-01-2017 09:00,22.7,78,16.8,1.08,1.48,236,242,3.7,0.0571
15-01-2017 10:00,26.1,64,15.7,0.94,1.25,212,209,3.9,0.0414
15-01-2017 11:00,28.9,52,13.4,1.61,2.2,210,210,5.1,0.0257
15-01-2017 12:00,30.7,47,12.6,1.8,2.39,214,213,5.5,0.0183
15-01-2017 13:00,32.1,44,12.6,2.28,3.08,218,216,6,0.0192
15-01-2017 14:00,32.3,44,12.9,2.27,3.05,221,221,6.3,0.0202
15-01-2017 15:00,31.9,46,13.4,2.42,3.56,218,218,5.7,0.0211
15-01-2017 16:00,26.7,59,14.2,2.39,3.24,237,236,5,0.022
15-01-2017 17:00,25.4,62,14.3,1.53,3.61,212,226,3.1,0.023
15-01-2017 18:00,21.2,75,14.6,2.56,5.8,231,234,3.4,0.0485
15-01-2017 19:00,24.1,71,15.9,2.61,5.59,238,241,4.1,0.0987
15-01-2017 20:00,24,71,16,2.84,6.28,231,239,4.7,0.1489
15-01-2017 21:00,24.1,71,16.2,3,6.59,233,240,5,0.199
